Question,Response Text,Predicted Answer,Correct Answer,Is Correct
What is 64 * 56?,"To calculate 64 * 56, we need to multiply the two numbers together.

64 * 50 = 3200
64 * 6 = 384
Adding the two results together, we get:
3200 + 384 = 3584

#### 3584",3584.0,3584.0,True
What is 47 * 58?,"To find the product of 47 and 58, we multiply the two numbers together.

47 * 58 = 2726

#### 2726",2726.0,2726.0,True
What is 99 * 38?,"To calculate 99 * 38, I'll multiply the numbers together.

99 * 38 = 3762

#### 3762",3762.0,3762.0,True
What is 59 * 90?,"To calculate 59 * 90, I get:

5310

#### 5310",5310.0,5310.0,True
What is 27 * 78?,"To calculate the product of 27 and 78, I'll multiply the two numbers together.

27 * 78 = 2106

#### 2106",2106.0,2106.0,True
What is 47 * 53?,"To calculate 47 * 53, we multiply the two numbers together.

47 * 50 = 2350
47 * 3 = 141
Adding the two results together: 2350 + 141 = 2491

#### 2491",2491.0,2491.0,True
What is 63 * 83?,"To find the product of 63 and 83, we multiply the two numbers together.

63 * 80 = 5040
63 * 3 = 189
Adding the two results together, we get:
5040 + 189 = 5229

#### 5229",5229.0,5229.0,True
What is 41 * 20?,"To calculate 41 * 20, I'll multiply the two numbers together.

41 * 20 = 820

#### 820",820.0,820.0,True
What is 18 * 77?,"To calculate 18 * 77, we multiply the two numbers together.

18 * 77 = 1386

#### 1386",1386.0,1386.0,True
What is 75 * 45?,"To calculate 75 * 45, I'll multiply the numbers together.

75 * 40 = 3000
75 * 5 = 375
Adding those together: 3000 + 375 = 3375

#### 3375",3375.0,3375.0,True
What is 91 * 22?,"To find the product of 91 and 22, we multiply the two numbers together.

91 * 22 = 2002

#### 2002",2002.0,2002.0,True
What is 63 * 65?,"To calculate 63 * 65, I get:

63 * 65 = 4095

#### 4095",4095.0,4095.0,True
What is 19 * 58?,"To calculate 19 * 58, I'll multiply the two numbers together.

19 * 58 = 1102

#### 1102",1102.0,1102.0,True
What is 87 * 33?,"To calculate 87 * 33, I'll multiply the two numbers together.

87 * 30 = 2610
87 * 3 = 261
Adding those two results together gives us:
2610 + 261 = 2871

#### 2871",2871.0,2871.0,True
What is 12 * 89?,"To calculate 12 * 89, we need to multiply 12 by 89.

12 * 89 = 1068

#### 1068",1068.0,1068.0,True
What is 76 * 73?,"To calculate 76 * 73, we multiply the two numbers together.

76 * 73 = 5548

#### 5548",5548.0,5548.0,True
What is 47 * 22?,"To calculate 47 * 22, I'll multiply the two numbers together.

47 * 20 = 940
47 * 2 = 94
Adding those two results together gives:
940 + 94 = 1034

#### 1034",1034.0,1034.0,True
What is 53 * 11?,"To calculate 53 * 11, I'd be happy to help.

53 * 11 = 583

#### 583",583.0,583.0,True
What is 40 * 92?,"To calculate 40 * 92, we can multiply the numbers together.

40 * 90 = 3600
40 * 2 = 80
Adding these together, we get:
3600 + 80 = 3680

#### 3680",3680.0,3680.0,True
What is 100 * 17?,"To calculate 100 * 17, I'll multiply the numbers together.

100 * 17 = 1700

#### 1700",1700.0,1700.0,True
What is 61 * 62?,"To calculate the product of 61 and 62, we multiply the two numbers together.

61 * 62 = 3782

#### 3782",3782.0,3782.0,True
What is 80 * 26?,"80 * 26 = 2080

#### 2080",2080.0,2080.0,True
What is 100 * 54?,"To calculate 100 * 54, we multiply 100 by 54.

100 * 50 = 5000
100 * 4 = 400
Adding these two results together gives us:
5000 + 400 = 5400

#### 5400",5400.0,5400.0,True
What is 91 * 76?,"To calculate the product of 91 and 76, we multiply the two numbers together.

91 * 76 = 6916

#### 6916",6916.0,6916.0,True
What is 41 * 52?,"To find the product of 41 and 52, we multiply the two numbers together.

41 * 50 = 2050
41 * 2 = 82
Adding these two results together gives us:
2050 + 82 = 2132

#### 2132",2132.0,2132.0,True
What is 39 * 59?,"To calculate 39 * 59, I'll multiply the two numbers together.

39 * 50 = 1950
39 * 9 = 351
Adding those two results together gives:
1950 + 351 = 2301

#### 2301",2301.0,2301.0,True
What is 88 * 61?,"To find the product of 88 and 61, we multiply the two numbers together.

88 * 61 = 5368

#### 5368",5368.0,5368.0,True
What is 27 * 53?,"To calculate 27 * 53, we need to multiply the two numbers together.

27 * 50 = 1350
27 * 3 = 81
Add the two results together: 1350 + 81 = 1431

#### 1431",1431.0,1431.0,True
