Question,Response Text,Predicted Answer,Correct Answer,Is Correct
What is 560 + 512?,"To calculate the sum of 560 and 512, I'll add the two numbers together.

560 + 512 = 1072

#### 1072",1072.0,1072.0,True
What is 410 + 466?,"410 + 466 = 876

#### 876",876.0,876.0,True
What is 946 + 839?,"To find the answer, I'll add 946 and 839 together.

946 + 839 = 1785

#### 1785",1785.0,1785.0,True
What is 547 + 171?,"To calculate the sum of 547 and 171, I'll simply add the two numbers together.

547 + 171 = 718

#### 718",718.0,718.0,True
What is 563 + 771?,"To calculate the sum of 563 and 771, I'll add the two numbers together.

563 + 771 = 1334

#### 1334",1334.0,1334.0,True
What is 273 + 620?,"To calculate the sum of 273 and 620, I'll simply add the two numbers together.

273 + 620 = 893

#### 893",893.0,893.0,True
What is 381 + 990?,"To calculate the sum, I'll simply add the two numbers together.

381 + 990 = 1371

#### 1371",1371.0,1371.0,True
What is 837 + 800?,"To calculate 837 + 800, I'll simply add the two numbers together.

837 + 800 = 1637

#### 1637",1637.0,1637.0,True
What is 704 + 941?,"To calculate the sum of 704 and 941, I'll add the two numbers together.

704 + 941 = 1645

#### 1645",1645.0,1645.0,True
What is 138 + 601?,"To calculate the sum, I'll add 138 and 601.

138 + 601 = 739

#### 739",739.0,739.0,True
What is 625 + 470?,"To find the answer, I'll simply add 625 and 470.

625 + 470 = 1095

#### 1095",1095.0,1095.0,True
What is 887 + 290?,"To calculate 887 + 290, I'll simply add the two numbers together.

887 + 290 = 1177

#### 1177",1177.0,1177.0,True
What is 112 + 553?,"To calculate the sum, I'll add 112 and 553.

112 + 553 = 665

#### 665",665.0,665.0,True
What is 368 + 933?,"To calculate the sum, I'll add 368 and 933.

368 + 933 = 1301

#### 1301",1301.0,1301.0,True
What is 759 + 372?,"To calculate the sum of 759 and 372, I'll simply add the two numbers together.

759 + 372 = 1131

#### 1131",1131.0,1131.0,True
What is 831 + 447?,"To calculate the sum, I'll add 831 and 447.

831 + 447 = 1278

#### 1278",1278.0,1278.0,True
What is 385 + 942?,"To calculate the sum, I'll simply add the two numbers together:

385 + 942 = 1327

#### 1327",1327.0,1327.0,True
What is 484 + 356?,"To calculate the sum, I'll add 484 and 356.

484 + 356 = 840

#### 840",840.0,840.0,True
What is 416 + 142?,"To calculate the sum, I'll add 416 and 142.

416 + 142 = 558

#### 558",558.0,558.0,True
What is 431 + 128?,"To calculate the sum, I'll add 431 and 128.

431 + 128 = 559

#### 559",559.0,559.0,True
What is 648 + 794?,"To calculate the sum of 648 and 794, I'll add the numbers together.

648 + 794 = 1442

#### 1442",1442.0,1442.0,True
What is 345 + 704?,"To calculate the sum, I'll add 345 and 704 together.

345 + 704 = 1049

#### 1049",1049.0,1049.0,True
What is 564 + 833?,"To calculate the sum, I'll add 564 and 833.

564 + 833 = 1397

#### 1397",1397.0,1397.0,True
What is 433 + 529?,"To calculate the sum, I'll add 433 and 529.

433 + 529 = 962

#### 962",962.0,962.0,True
