Question,Response Text,Predicted Answer,Correct Answer,Is Correct
What is 10 * 7?,"The calculation is 10 * 7 = 70

#### 70",70.0,70.0,True
What is 5 * 10?,"The calculation is 5 * 10 = 50

#### 50",50.0,50.0,True
What is 10 * 1?,"10 * 1 = 10

#### 10",10.0,10.0,True
What is 3 * 9?,"3 * 9 = 27

#### 27",27.0,27.0,True
What is 2 * 4?,"2 * 4 = 8

#### 8",8.0,8.0,True
What is 8 * 7?,"To find the product of 8 and 7, we multiply the two numbers together.

8 * 7 = 56

#### 56",56.0,56.0,True
What is 9 * 5?,"The calculation is 9 * 5 = 45.

#### 45",45.0,45.0,True
What is 2 * 8?,"2 * 8 = 16

#### 16",16.0,16.0,True
What is 7 * 2?,"The result of 7 * 2 is 14.

#### 14",14.0,14.0,True
What is 5 * 3?,"The result of the multiplication is 15.

#### 15",15.0,15.0,True
What is 7 * 1?,"The result of 7 * 1 is 7.

#### 7",7.0,7.0,True
What is 1 * 4?,"1 * 4 = 4

#### 4",4.0,4.0,True
What is 9 * 4?,"9 * 4 = 36

#### 36",36.0,36.0,True
What is 8 * 4?,"8 * 4 = 32

#### 32",32.0,32.0,True
What is 7 * 1?,"7 * 1 = 7

#### 7",7.0,7.0,True
What is 1 * 6?,"1 * 6 = 6

#### 6",6.0,6.0,True
What is 7 * 6?,"The result of 7 * 6 is 42.

#### 42",42.0,42.0,True
What is 3 * 3?,"The result of 3 * 3 is 9.

#### 9",9.0,9.0,True
What is 5 * 2?,"The result of 5 * 2 is 10.

#### 10",10.0,10.0,True
What is 4 * 6?,"The result of 4 * 6 is 24.

#### 24",24.0,24.0,True
What is 2 * 8?,"2 * 8 = 16

#### 16",16.0,16.0,True
What is 8 * 10?,"The calculation is 8 * 10 = 80

#### 80",80.0,80.0,True
What is 4 * 10?,"The calculation is 4 * 10 = 40.

#### 40",40.0,40.0,True
What is 8 * 10?,"8 * 10 = 80

#### 80",80.0,80.0,True
What is 6 * 7?,"6 * 7 = 42

#### 42",42.0,42.0,True
What is 8 * 8?,"64

#### 64",64.0,64.0,True
What is 8 * 1?,"8 * 1 = 8

#### 8",8.0,8.0,True
What is 10 * 5?,"The calculation is 10 * 5 = 50

#### 50",50.0,50.0,True
What is 9 * 3?,"9 * 3 = 27

#### 27",27.0,27.0,True
What is 1 * 7?,"The result of 1 * 7 is 7.

#### 7",7.0,7.0,True
What is 10 * 2?,"The result of 10 * 2 is 20.

#### 20",20.0,20.0,True
What is 1 * 5?,"1 * 5 = 5

#### 5",5.0,5.0,True
What is 8 * 7?,"The result of 8 * 7 is 56.

#### 56",56.0,56.0,True
What is 7 * 6?,"7 * 6 = 42

#### 42",42.0,42.0,True
What is 9 * 7?,"9 * 7 = 63

#### 63",63.0,63.0,True
